snapped_at,price,market_cap,total_volume
2021-12-30 00:00:00 UTC,10.95328572158180,299821734.4011900,47067297.18770140
2021-12-31 00:00:00 UTC,10.851265160155400,297659338.0771890,16399034.15182410
2022-01-01 00:00:00 UTC,10.842879058154200,297833520.36465900,10595589.533086600
2022-01-02 00:00:00 UTC,10.999156610556800,301960106.7894770,9516936.113500570
2022-01-03 00:00:00 UTC,11.173619071715000,306797351.30125300,22235305.90483290
2022-01-04 00:00:00 UTC,11.291179614576000,309574042.7892610,15963837.549676600
2022-01-05 00:00:00 UTC,11.274629736400300,309101582.7196840,18119900.203754000
2022-01-06 00:00:00 UTC,10.086321447529000,277167390.23739000,25903528.378265100
2022-01-07 00:00:00 UTC,9.601499141947020,263558759.46925400,22897181.758290400
2022-01-08 00:00:00 UTC,8.952614119116680,246007133.75763100,23343509.676055000
2022-01-09 00:00:00 UTC,8.409048308643660,231401450.93537600,13341115.917399000
2022-01-10 00:00:00 UTC,8.497928979205230,232941613.0705800,15639710.90160940
2022-01-11 00:00:00 UTC,7.869669773982530,215661761.79131200,17232101.184033100
2022-01-12 00:00:00 UTC,8.039428208162250,220873359.78577800,12382428.59173400
2022-01-13 00:00:00 UTC,8.131131695852800,222994888.03586900,15737163.894415400
2022-01-14 00:00:00 UTC,8.051505339887490,221442284.06771900,16484386.419717400
2022-01-15 00:00:00 UTC,7.958385285028060,218066130.28409700,9062635.912136640
2022-01-16 00:00:00 UTC,8.399542938611190,229763948.5528950,23633946.80828270
2022-01-17 00:00:00 UTC,8.207718488746470,225180083.60892500,10536238.407915000
2022-01-18 00:00:00 UTC,7.906701921533440,217273499.5553350,5984740.309911250
2022-01-19 00:00:00 UTC,7.433007823965750,203898713.05901100,10920954.088408700
2022-01-20 00:00:00 UTC,7.006431373421560,192371258.42541700,9931679.016646890
2022-01-21 00:00:00 UTC,6.872477631998030,188710811.12569900,11615895.934930400
2022-01-22 00:00:00 UTC,5.6652782159928200,180653730.07788700,19964197.887470700
2022-01-23 00:00:00 UTC,5.062502189568880,161354257.49072000,18554707.199029800
2022-01-24 00:00:00 UTC,5.212400510144440,165907892.19642800,18833516.678599700
2022-01-25 00:00:00 UTC,5.076325978222680,161781445.27366500,16726034.616526300
2022-01-26 00:00:00 UTC,4.964070128895420,158639888.83749400,12702468.282257300
2022-01-27 00:00:00 UTC,5.047664113162710,161505874.31958400,15603464.296244500
2022-01-28 00:00:00 UTC,5.0838269323243700,161726886.84580900,16954867.504518800
2022-01-29 00:00:00 UTC,5.099737752231650,162391933.73947400,8677399.268103480
2022-01-30 00:00:00 UTC,5.347447818424400,170571682.63474400,7326851.320816960
2022-01-31 00:00:00 UTC,5.1041439920396100,162773127.5359870,12822937.379747100
2022-02-01 00:00:00 UTC,5.738195004044380,180571528.07679500,55399193.878700600
2022-02-02 00:00:00 UTC,5.601101162731310,178743657.94329100,14368831.942577100
2022-02-03 00:00:00 UTC,5.243166433136150,167082279.5937710,10642944.802037900
2022-02-04 00:00:00 UTC,5.092310284520760,162374551.69609100,7322572.578538990
2022-02-05 00:00:00 UTC,5.446141374122300,171320493.37862400,10195783.850869300
2022-02-06 00:00:00 UTC,5.50204733489552,202738799.90027600,11220603.800698000
2022-02-07 00:00:00 UTC,5.792128468970600,213095251.70856100,11069349.31194560
2022-02-08 00:00:00 UTC,5.895527333475120,217310914.63691100,13756113.836776900
2022-02-09 00:00:00 UTC,6.117550526805330,225284450.42175600,24394765.73288870
2022-02-10 00:00:00 UTC,6.0678573675844900,223552379.03020100,9213752.850132910
2022-02-11 00:00:00 UTC,5.701208217339670,209886622.73205400,8533450.775501620
2022-02-12 00:00:00 UTC,5.427645399192840,200279085.1377440,6548640.247257540
2022-02-13 00:00:00 UTC,5.350139799480120,197110066.16434400,4876014.040368520
2022-02-14 00:00:00 UTC,5.490071526292870,203059238.28521200,19263038.74897790
